Paper_No,Molecular_Markers,Paper_ID,ES_ID,Journal,Pub_Year,Pop_region,Year_sampled,Duration_sampling,IUCN_Category,Living_Type,Sampling_size,Aquatic_Family_Refined,Genus,Population_ID,Water_type,IUCN_Code,IUCN_value,IUCN_clade,clade2,Latitude,Latitude_Clade,Longitude,He,MDR,ISO,MTWQ,Elevation,slope,Evaporation,AMT,MTDQ,PWM,PDM,AMP,Channel,Discharge,anthrome_clade,iso_clade2,BOD,Fecal,TDS,TP,TNFux,WT,TN_nitrite1
P65_45,AFLP,Kwong_et_al,45,Biological_Control,2017,Global,2011,13,Common,Emergent,16,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,5.1,501,Wetlands (inland)-Permanent rivers/streams/creeks (includes waterfalls),Wetlands,36.468,North_temper,-89.316,0.28,11.58333302,0.325374527,14.25,90,89.92282867,1.320833315,14.55000019,20.86666679,130,84,106.8333333,26685.9908,2.193336593,Croplands,clade20,9.002827654,281.0468593,113.1890078,599.2183228,9.167473793,16.13073909,0.77902776
P65_46,AFLP,Kwong_et_al,46,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,35.71,North_temper,-89.738,0.21,11.41666698,0.328065109,15.5666666,78,89.7544632,1.366666685,15.47500038,21.35000038,129,75,105.5,121772.2158,1.860824124,Croplands,clade20,15.26703,3868.493808,648.0268116,644.2090454,8.246991158,16.52340877,0.80859679
P65_47,AFLP,Kwong_et_al,47,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,5,500,Wetlands (inland),Wetlands,29.994,North_temper,-93.358,0.36,9.550000191,0.360377388,27.28333282,6,89.53891754,1.836666683,20.10833359,16.21666718,153,85,120.75,6930131.464,35.11164566,Croplands,clade20,0.476186657,51.03221514,75.89292526,580.0896606,12.94282436,22.00695467,0.645697355
P65_48,AFLP,Kwong_et_al,48,Biological_Control,2017,Global,2011,13,Common,Emergent,10,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,30.294,North_temper,-93.234,0.36,10.72500038,0.385791397,26.04999924,10,89.7677536,1.791666662,19.67916679,15.85000038,144,89,121.6666667,3811962.698,29.05094846,Dense settlements,clade20,2.584440152,219.9067656,469.2792727,580.0896606,16.46321869,20.97319221,0.810560524
P65_49,AFLP,Kwong_et_al,49,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,2.2,202,Savanna-Moist,Savanna,30.222,North_temper,-91.906,0.36,10.65833378,0.38899025,27.11666679,7,89.93251801,1.786666647,19.58749962,15.85000038,167,107,130.8333333,2404660.537,30.3432761,Croplands,clade20,6.266877731,611.1822917,2058.836058,599.9292603,8.797596931,21.71674283,0.848336875
P65_50,AFLP,Kwong_et_al,50,Biological_Control,2017,Global,2011,13,Common,Emergent,17,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,9,900,Marine Neritic,Marine,30.261,North_temper,-89.786,0.32,11.38333321,0.408004761,26.96666718,7,89.94229126,1.859999995,19.82500076,20.58333397,159,77,128.6666667,85277.13315,1.718382453,Urban,clade40,18.97208937,6169.129817,1203.891421,484.7340393,9.046514511,20.61583392,0.530800164
P65_51,AFLP,Kwong_et_al,51,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,33.069,North_temper,-96.959,0.3,11.99166679,0.348594933,22.10000038,155,89.70184326,1.481666654,18.10416603,7.766666412,134,49,77.25,330237824,21.15981708,Urban,clade20,0.00621054,1.542597234,209.8252462,693.5571899,18.34607124,20.66190783,0.981358647
P65_52,AFLP,Kwong_et_al,52,Biological_Control,2017,Global,2011,13,Common,Emergent,11,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,29.876,North_temper,-97.932,0.36,12.86666679,0.403343773,23.61666679,179,89.8374939,1.63166668,19.97500038,12.61666679,127,47,73.33333333,7841.164754,0.94921801,Urban,clade40,9.313783805,417.3225466,619.7268168,667.2234497,10.30024052,21.74003537,0.869048238
P67_1,ISSR,Chen_et_al,1,Aquatic_Botany,2007,Eastern_Asia,2005,19,Rare,Emergent,26,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,1.4,104,Forest-Temperate,Forest,43.324,North_temper,128.231,0.056,12.60000038,0.259793816,18.58333397,518,89.77018738,0.727499993,3.258333445,-14.35000038,153,4,51.66666667,77116.83603,4.715332061,Villages,clade20,154.4539361,47459.22164,1284.205242,587.3550415,9.276511192,7.927097722,0.617326379
P67_2,ISSR,Chen_et_al,2,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,24,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,1.4,104,Forest-Temperate,Forest,45.511,North_temper,131.856,0.068,11.5666666,0.232262383,20.51666641,119,89.53422546,0.779999997,4.074999809,-14.46666718,117,6,47.16666667,8406.735311,0.279524921,Villages,clade20,829.2747053,1058238.979,4428.270386,612.0758057,8.290133476,8.897391403,0.958649516
P67_3,ISSR,Chen_et_al,3,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,26,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,1.4,104,Forest-Temperate,Forest,45.793,North_temper,133.596,0.032,11.30000019,0.217726402,18.88333321,65,89.66139221,0.779166661,3.125,-16.96666718,125,9,52.41666667,2512.846289,0.128662473,Croplands,clade20,32.43337801,1890.926485,238.1770884,573.1600952,6.608837128,8.718204898,0.615429997
P67_4,ISSR,Chen_et_al,4,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,26,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,14.1,1401,Arable Land,Artificial,45.451,North_temper,132.282,0.044,11.5583334,0.232562046,20.31666756,86,89.45982361,0.789166665,3.929166794,-14.69999981,116,6,47,586.7270981,0.146184231,Villages,clade20,697.8293754,619294.8585,1434.207255,618.9575195,8.284472466,9.039343918,0.781508267
P67_5,ISSR,Chen_et_al,5,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,22,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,14.1,1401,Arable Land,Artificial,45.451,North_temper,132.278,0.033,11.5583334,0.232562046,20.31666756,86,89.45982361,0.789166665,3.929166794,-14.69999981,116,6,47,586.7270981,0.146184231,Villages,clade20,697.8293754,619294.8585,1434.207255,618.9575195,8.284472466,9.039343918,0.77857846
P67_6,ISSR,Chen_et_al,6,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,25,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,14.1,1401,Arable Land,Artificial,47.43,North_temper,133.309,0.049,10.77499962,0.202919025,19.98333359,53,89.46050262,0.750000006,2.029166698,-18.63333321,133,7,49.75,181337.8594,1.104565784,Croplands,clade20,13.8539633,1291.720189,463.7443568,587.6328735,11.56562901,8.109351249,0.661953092
P67_7,ISSR,Chen_et_al,7,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,22,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,48.349,North_temper,134.417,0.036,10.53333282,0.198742142,17.96666718,38,89.89305115,0.726666675,1.64166677,-19,148,9,57,77563372.33,5501.787018,Croplands,clade0,0.168767815,7.29974854,207.0625318,1074.480469,7.371751308,7.909112663,0.734430432
P67_8,ISSR,Chen_et_al,8,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,26,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,1.4,104,Forest-Temperate,Forest,46.744,North_temper,134.023,0.017,11.91666698,0.222325859,18.73333359,44,89.81278229,0.764166666,2.816666842,-17.39999962,129,9,53.5,5282512.365,474.3909604,Woodlands,clade20,0.902602121,14.35317459,187.7882436,489.7552795,7.549177647,8.662881653,0.395308524
P67_9,ISSR,Chen_et_al,9,Aquatic_Botany,2007,Eastern_Asia,2005,19,Common,Emergent,26,Alismataceae,Sagittaria,Sagittaria_trifolia,Freshwater,1.4,104,Forest-Temperate,Forest,44.115,North_temper,129.19,0.03,12.60833359,0.250165348,20.39999962,283,89.84207153,0.760000014,4.3125,-14.19999981,128,3,46.25,823334.8998,47.08293738,Villages,clade20,16.45615785,5524.160734,249.5162671,572.1482544,10.00890064,8.390344435,1.136667967
